Johanneksen evankeliumi suomeksi ja vosaksi.	Johanof rossa mu fin a vosa.
19 Niin Pilatus kirjoitti myös päällekirjoituksen ja pani ristin päälle ja oli näin kirjoitettu: JEESUS NASARETILAINEN JUUTALAISTEN KUNINGAS.	19 Itli Pilatus kiiren ali lekir a paaen le kros a ooen täli kiiren: JESUS NASARETJO JUTJOSIOF ROYLMÄ.
20 Tämän päällekirjoituksen luki monta juutalaisista, sillä se paikka oli lähellä kaupunkia, jossa Jeesus ristiinnaulittiin ja oli kirjoitettu hebreaksi, kreikaksi ja latinaksi.	20 Tä lekir riiken si jutjosi, syfor it lo ooen raf taunlo, koin Jesus krosrupiikenta a ooen kiiren mu hebr, grek a latin.
21 Niin sanoivat juutalaisten ylimmäiset papit Pilatukselle: Älä kirjoita: Juutalaisten kuningas, vaan että hän on sanonut: Minä olen Juutalaisten kuningas.	21 Itli saaen jutjosiof yllast ussajosi tu Pilatus: Ej ja kiir: Jutjosiof roylmä, mut syt hä oo saaen: Aj oo jutjosiof roylmä.
22 Pilatus vastasi: Mitä minä kirjoitin, sen minä kirjoitin.	22 Pilatus ooken: Ko aj kiiren, it aj kiiren.
23 Kun siis sotamiehet olivat Jeesuksen ristiinnaulinneet, ottivat he hänen vaatteensa ja tekivät neljä osaa, kullekin sotamiehelle osan ja paidan, mutta paita ei ollut ommeltu, vaan kokonansa ylhäältä alaspäin kudottu.	23 Na syklirli sipmäsi ooen Jesus krosrupiiken, aapen häsi häof vatsi a tee-en kva ik, tu obki sipmä ik a ylvat, mut ylvat ej ooen knitruuen, mut kioli ylel lydirli viiven.
24 Niin he sanoivat keskenänsä: Älkäämme tätä rikkoko, vaan heittäkäämme tästä arpaa, kenenkä se pitää oleman, että Raamattu täytettäisiin, joka sanoo: He ovat minun vaatteeni itsellensä jakaneet ja ovat heittäneet minun paidastani arpaa. Ja sotamiehet tosin näin tekivät.	24 Itli häsi saaen vigög häsi: Ej ajsi tä ahreek, mut heii ajsi täut gesto, kojo-of it piit oo, syt Uskirto fuulifta, ko saa: Häsi oo ajof vatsi for hä aut tusipaaen a oo heiien ob ajof ylvat gesto. A sipmäsi rilsyli täli tee-en.
25 Mutta Jeesuksen ristin tykönä seisoi hänen äitinsä ja hänen äitinsä sisar Maria, Kleopaan emäntä ja Maria Magdaleena.	25 Mut tut Jesusof kros tiisen häof am a häof amof bajnos Maria, Kleopasof emäm a Maria Magdalena.
26 Kun siis Jeesus näki äidin ja opetuslapsen siinä seisovan, jota hän rakasti, sanoi hän äidillensä: Vaimo, katso sinun poikaasi.	26 Na syklirli Jesus vokaaen am a usdavjo itin tiis, kojo hä raaen, saaen hä tu häof am: Viäm, kaa ja jaof son.
27 Sitten sanoi hän opetuslapselle: Katso sinun äitiäsi. Ja siitä hetkestä otti opetuslapsi hänet tykönsä.	27 Iten saaen hä tu usdavjo: Kaa ja jaof am. A ut it ipno aapen usdavjo hä tu hä.
28 Sitten, kun Jeesus tiesi jo kaikki täytetyksi ja että Raamattu täytettäisiin, sanoi hän: Minä janoan.	28 Iten, na Jesus daaen ripnen ki mu fuulen a syt Uskirto fuulifta, saaen hä: Aj vemniid.
29 Oli siis yksi astia pantu etikkaa täyteen ja he täyttivät sienen etikalla ja panivat sen ympärille iisoppia ja panivat sen hänen suunsa eteen.	29 Ooen syklirli is ves paaen acetmo fultu a häsi fuulen mohomvo vi acetmo a paaen raule it hisep a paaen it kaedtu häof moup.
30 Kun siis Jeesus oli etikkaa ottanut, sanoi hän: Se on täytetty! Ja kallisti päänsä ja antoi henkensä.	30 Na syklirli Jesus ooen acetmo aapen, saaen hä: It oo fuulen! A pakiaaen häof pä a faaen häof ho.
31 Mutta että valmistuspäivä oli ja ei ruumiit pitänyt ristissä oleman sapattina, (sillä se sapatin päivä oli suuri,) pyysivät siis juutalaiset Pilatukselta, että heidän sääriluunsa piti rikottaman ja he otettaman alas.	31 Mut syt enfortetan ooen a ej eönbodevsi piiten la kros oo na pyhtan, (syfor it pyhtan ooen piva,) teaafen syklirli jutjosi ut Pilatus, syt häsiof lytuvebonsi piiten ahreek a aap häsi lytu.
32 Niin sotamiehet tulivat ja rikkoivat ensimmäisen luut ja toisen, joka hänen kanssansa oli ristiinnaulittu.	32 Itli sipmäsi uuten a ahreeken isva bonsi a tua, kojo vi hä ooen krosrupiiken.
33 Mutta kun he tulivat Jeesuksen tykö ja näkivät hänen jo kuolleeksi, niin ei he rikkoneet hänen luitansa,	33 Mut na häsi uuten tu Jesus a häsi vokaaen hä ripnen mu eöönen, itli ej häsi ahreeken häof bonsi,
34 vaan yksi sotamiehistä avasi hänen kylkensä keihäällä, josta kohta vuoti veri ja vesi.	34 mut is ob sipmäsi ouupen häof sidve vy lusipvo, kout ipne vomnituuen hemo a vam.
35 Ja joka tämän näki, hän on sen todistanut ja hänen todistuksensa on tosi ja hän tietää totta sanovansa, että te myös uskoisitte.	35 A kojo tä vokaaen, hä oo it dariilen a häof darilob oo ril a hä daa syt hä daril saa, syt jasi ali uusif.
36 Sillä nämä ovat tapahtuneet, että raamattu täytettäisiin: Ei teidän pidä luuta rikkoman hänessä.	36 Syfor täsi oo hääpen, syt uskirto fuulifta: Ej jasi piit bon ahreek in hä.
37 Ja taas toinen kirjoitus sanoo: He saavat nähdä, ketä he ovat pistäneet.	37 A anen duva kir saa: Häsi aaf vokaa, kojo häsi oo piiken.
38 Mutta sen jälkeen pyysi Pilatukselta Joosef Arimatiasta, (joka oli Jeesuksen opetuslapsi, vaan salaa juutalaisten pelon tähden), että hän olisi saanut ottaa Jeesuksen ruumiin ja Pilatus salli sen. Niin hän tuli ja otti Jeesuksen ruumiin.	38 Mut ne it teaafen ut Pilatus Josef ut Arimatlo, (kojo ooen Jesusof usdavjo, mut dahidli forsy jutjosiof rak), syt hä ooif aafen aap Jesusof eönbodev a Pilatus pöfaaen it. Itli hä uuten a aapen Jesusof bodev.
39 Niin tuli myös Nikodemus, (joka oli ensi kerran yöllä Jeesuksen tykö tullut,) ja toi mirhamia ja aaloeta sekoitettua, lähes sata mittaa (noin 30 kiloa, kg).	39 Itli uuten ali Nikodemus, (kojo ooen isva ipno natna tu Jesus uuten,) a aagen mirhmo a aloep parääjen, rafli ces piprisi (sujli 30 disgramsi, disg).
40 Niin he ottivat Jeesuksen ruumiin ja käärivät sen liinaiseen hyvän hajuisten yrttien kanssa, niin kuin Juutalaisten tapa on (kallioon) haudata.	40 Itli häsi aapen Jesusof bodev a autrausefpaaen it intu leivat vi hava smelva terepsi, itli li jutjosiof lio oo intukaumpaa.
41 Mutta siinä paikassa, jossa hän ristiinnaulittiin, oli yrttitarha ja yrttitarhassa uusi hauta, johonka ei vielä kenkään ollut pantu.	41 Mut itin lo, koin hä krosrupiikenta, ooen tereplimlo a in tereplimlo novva eönlo, kointu pirnen ejkojo ooen paaen.
42 Siihen he panivat Jeesuksen juutalaisten valmistuspäivän tähden, että se hauta oli lähellä.	42 Tuit häsi paaen Jesus forsy jutjosiof enfortetan, syt it eönlo ooen raf.
Johannes 20	Johan 20
1 Mutta ensimmäisenä päivänä viikossa tuli Maria Magdaleena varhain, kun vielä pimeä oli, haudalle ja näki kiven otetuksi pois haudalta.	1 Mut na isva tan in gun uuten Maria Magdalena lyna, na pirnen takva ooen, tu eönlo a vokaaen kam aapen yr ut eönlo.
2 Niin hän juoksi ja tuli Simon Pietarin tykö ja sen opetuslapsen tykö, jota Jeesus rakasti ja sanoi heille: He ovat Herran ottaneet pois haudasta ja emme tiedä, kuhunka he hänet panivat.	2 Itli hä tyyen a uuten tu Simon Pietar a tu it usdavjo, kojo Jesus raaen a saaen tu häsi: Häsi oo Romä aapen yr ut eönlo a ajsi ej daa, kotu häsi hä paaen.
3 Niin Pietari meni ulos ja toinen opetuslapsi ja tulivat haudalle.	3 Itli Pietar tuuen nitu a duva usdavjo a uuten tu eönlo.
4 Mutta he juoksivat kahden yhtä matkaa ja toinen opetuslapsi juoksi edellä nopeammin kuin Pietari ja tuli ensin haudalle.	4 Mut häsi tyyen du re tuo a duva usdavjo tyyen edla noppirli il Pietar a uuten isvana tu eönlo.
5 Ja kun hän kumartui, näki hän liinaiset pantuna, mutta ei hän kuitenkaan mennyt sisälle.	5 A na hä autbauuen, vokaaen hä leivatsi paaen, mut hä amut ej tuuen inle.
6 Niin Simon Pietari tuli seuraten häntä ja meni hautaan ja näki kääreliinat pantuna.	6 Itli Simon Pietar uuten dekaali hä a tuuen intu eönlo a vokaaen eönjovatsi paaen.
7 Ja hikiliinan, joka hänen päänsä päällä oli ollut, ei kääreliinan kanssa, vaan erinänsä käärittynä yhteen paikkaan.	7 A laevvom leivat, ko la häof pä ooen ooen, ej vi eönjovat, mut erloli rausefpaaen tu is lo.
8 Niin meni myös toinen opetuslapsi sisälle, joka ensin haudalle tullut oli ja näki sen ja uskoi.	8 Itli tuuen ali duva usdavjo inle, kojo isvana tu eönlo uuten ooen a vokaaen it a uusen.
9 Sillä ei he vielä Raamattua ymmärtäneet, että hän oli nouseva kuolleista.	9 Syfor häsi ej pirnen Uskirto dakavooen, syt hä nee yyl ut eön.
10 Niin ne opetuslapset menivät taas yhteen.	10 Itli itsi usdavjosi tuuen anen tuisvi.
11 Mutta Maria seisoi ulkona haudan edessä ja itki. Ja kun hän niin itki, kumarsi hän itsensä hautaan.	11 Mut Maria tiisen ni kaed eönlö a eehen. A na hä itli eehen, bauuen hä aut intu eönlo.
12 Ja näki kaksi enkeliä valkeissa vaatteissa istuvan, yhden pään puolessa ja toisen jalkain puolessa, siinä missä Jeesuksen ruumis pantu oli.	12 A vokaaen du enkjosi in vitva vatsi siitva, is in pä duik a duva in tuvesi duik, itin koin Jesusof bodev paaen ooen.
13 Ne sanoivat hänelle: Vaimo, mitä itket? Hän sanoi heille: He ovat minun Herrani ottaneet pois ja en tiedä, kuhunka he hänen ovat panneet.	13 Itsi saaen tu hä: Viäm, ko ja eeh? Hä saaen tu häsi: Häsi oo ajof Romä aapen yr a aj ej daa, kotu häsi oo paaen hä.
14 Ja kun hän nämä sanonut oli, kääntyi hän taaksepäin ja näki Jeesuksen seisovan, eikä tietänyt, että se oli Jeesus.	14 A na hä täsi saaen ooen, auttöönen hä kadedir a vokaaen Jesus tiis, a ej daaen, syt it ooen Jesus.
15 Sanoi Jeesus hänelle: Vaimo, mitä itket? Ketä etsit? Mutta hän luuli sen yrttitarhan haltijaksi ja sanoi hänelle: Herra, jos sinä hänet kannoit pois, niin sano minulle, kuhunka hänet panit ja minä tahdon hänet ottaa.	15 Saaen Jesus tu hä: Viäm, ko ja eeh? Kojo ja seek? Mut hä mejuusen it mu tereplimlo pövijo a saaen tu hä: Romä, if ja pogaagen hä yr, itli saa ja tu aj, kotu ja hä paaen a aj obraa hä aap.
16 Jeesus sanoi hänelle: Maria! Niin hän kääntyi ja sanoi hänelle: Rabboni, se on: Mestari.	16 Jesus saaen tu hä: Maria! Itli hä auttöönen a saaen tu hä: Ropadaavjo, it oo: Ylvojo.
17 Jeesus sanoi hänelle: Älä koske minuun, sillä en minä ole vielä mennyt ylös minun Isäni tykö, vaan mene minun veljieni luo ja sano heille: Minä menen ylös minun Isäni tykö ja teidän Isänne tykö ja minun Jumalani tykö ja teidän Jumalanne tykö.	17 Jesus saaen tu hä: Ej ja tu aj obtaat, syfor aj ej oo pirnen tuuen yltu tu ajof Ma, mut tuu ja tu ajof bajsonsi a saa ja tu häsi: Aj tuu yltu tu ajof Ma a tu jasiof Ma a tu ajof Hajo a tu jasiof Hajo.
18 Maria Magdaleena tuli ja ilmoitti opetuslapsille, että hän oli nähnyt Herran ja että hän näitä hänelle sanoi.	18 Maria Magdalena uuten a dafaaen tu usdavjosi, syt hä ooen vokaaen Romä a syt hä täsi tu hä saaen.
19 Kun siis sen sapatin päivän ilta oli ja ovet olivat suljetut, jossa opetuslapset kokoontuneet olivat juutalaisten pelon tähden, tuli Jeesus ja seisoi heidän keskellänsä ja sanoi heille: Rauha olkoon teille!	19 Na syklirli itof pyhtan tanof ennat ooen a ouvsi ooen puooen, koin usdavjosi relotuuen ooen forsy jutjosi rak, uuten Jesus a tiisen midin häsi a saaen tu häsi: Oo pis tu jasi!
20 Ja kun hän sen sanonut oli, osoitti hän heille kätensä ja kylkensä. Niin opetuslapset ihastuivat, että he näkivät Herran.	20 A na hä it saaen ooen, tukaaen hä tu häsi häof pavesi a sidvesi. Itli usdavjosi autfainkaaen, syt häsi vokaaen Romä.
21 Ja Jeesus taas sanoi heille: Rauha olkoon teille! Niin kuin Isä minun lähetti, niin minä myös lähetän teidät.	21 A Jesus anen saaen tu häsi: Oo pis tu jasi! Itli li Ma pagaaen aj, itli aj ali pagaa jasi.
22 Ja kun hän nämä sanonut oli, puhalsi hän heidän päällensä ja sanoi heille: Ottakaa Pyhä Henki.	22 A na hä täsi saaen ooen, tehouuen hä le häsi a saaen tu häsi: Aap jasi Pyhva Ho.
23 Joille te synnit anteeksi annatte, niille ne ovat anteeksi annetut ja joille te ne pidätätte, niille ne ovat pidätetyt.	23 Tu kojosi jasi ahosi ahhafali faa, tu häsi oo itsi ahhafali faaen a tu kojosi jasi itsi pöruaap, tu häsi oo itsi pöruaapen.
24 Mutta Tuomas, yksi kahdestatoista, joka kaksoseksi kutsutaan, ei ollut heidän kanssansa, kun Jeesus tuli.	24 Mut Tomas, is ob basdu, kojo mu redujo tukoota, ej ooen vi häsi, na Jesus uuten.
25 Niin muut opetuslapset sanoivat hänelle: Me näimme Herran. Mutta hän sanoi heille: Ellen minä näe hänen käsissänsä naulan reikää ja pistä sormeani naulojen sijaan ja pistä kättäni hänen kylkeensä, en minä usko.	25 Itli tuasi usdavjosi saaen tu hä: Ajsi vokaaen Romä. Mut hä saaen tu häsi: If aj ej vokaa in häof pavesi rupik rekoup a paa pavetapsi intu rupiksi lo a paa ajof pave tu häof sidve, aj ej uus.
26 Ja kahdeksan päivän perästä olivat opetuslapset taas sisällä ja Tuomas heidän kanssansa. Niin Jeesus tuli, kun ovet suljetut olivat ja seisoi heidän keskellänsä ja sanoi: Rauha olkoon teille!	26 A deut aht tansi ooen usdavjosi anen in a Tomas vi hä. Itli Jesus uuten, na ouvsi puooen ooen a tiisen midin häsi a saaen: Oo pis tu jasi!
27 Sitten sanoi hän Tuomaalle: Pistä sormesi tänne, katso minun käsiäni, ojenna tänne kätesi, pistä minun kylkeeni ja älä ole epäuskoinen, vaan uskovainen.	27 Iten saaen hä tu Tomas: Paa jaof pavetapsi täle, kaa ja ajof pavesi, oupreii ja täle jaof pavesi, paa tu ajof sidve a ej ja oo ejuusjo, mut uusjo.
28 Tuomas vastasi ja sanoi hänelle: Minun Herrani ja minun Jumalani!	28 Tomas ooken a saaen tu hä: Ajof Romä a ajof Hajo!
29 Jeesus sanoi hänelle, että näit minut, Tuomas, niin sinä uskoit: Autuaat ovat ne, jotka eivät näe ja kuitenkin uskovat.	29 Jesus saaen tu hä, syt ja vokaaen aj, Tomas, itli ja uusen: Pyhrosva oo itsi, kojosi ej vokaa a amut uus.
30 Niin teki myös Jeesus monta muuta merkkiä opetuslastensa nähden, jotka ei tässä kirjassa ole kirjoitetut.	30 Itli tee-en ali Jesus si tua marksi häof usdavjosi edvokali, kojosi ej täin kirto oo kiiren.
31 Mutta nämä ovat kirjoitetut, että te uskoisitte, että Jeesus on Kristus, Jumalan Poika ja että te saisitte elämän uskon kautta hänen nimeensä.	31 Mut täsi oo kiiren, syt jasi uusif, syt Jesus oo Krist, Hajo-of Son a syt jasi aafif eo intuni us intu häof ersa.
Johannes 21	Johan 21
1 Sitten ilmoitti Jeesus taas itsensä opetuslapsille Tiberiaan meren tykönä ja hän ilmoitti itsensä näin:	1 Iten dafaaen Jesus anen aut tu usdavjosi tut Tiberia fovamlo a hä dafaaen aut täli:
2 Simon Pietari ja Tuomas, joka kaksoseksi kutsutaan, olivat yhdessä ja Natanael, joka oli Galilean Kaanaasta ja Sebedeuksen pojat ja kaksi muuta hänen opetuslapsistansa.	2 Simon Pietar a Tomas, kojo mu redujo tukoota, ooen revi a Natanael, kojo ooen ut Galilea Kaana a Sebedeusof sonsi a du tua ob häof usdavjosi.
3 Sanoi Simon Pietari heille: Minä menen kalaan. Ne sanoivat hänelle: Me menemme myös kanssasi. Niin he menivät ja astuivat kohta veneeseen ja ei he sinä yönä mitään saaneet.	3 Saaen Simon Pietar tu häsi: Aj tuu fiis. Itsi saaen tu hä: Ajsi tuu ali vi ja. Itli häsi tuuen a vetuuen ipne intu vuvo a häsi na it nat ejö aafen.
4 Mutta kun jo aamu oli, niin Jeesus seisoi rannalle, mutta ei opetuslapset tietäneet, että se oli Jeesus.	4 Mut na ripnen entan ooen, itli Jesus tiisen le vamdim mut ej usdavjosi daaen, syt it ooen Jesus.
5 Niin sanoi Jeesus heille: Lapset, onko teillä mitään syötävää? He vastasivat hänelle: Ei.	5 Itli saaen Jesus tu häsi: Ipmämsi, oofko jasi ejö eemvova Häsi ooken tu hä: Ej.
6 Hän sanoi heille: Laskekaa verkko oikealle puolelle venettä, niin te löydätte. Niin he laskivat ja tuli niin paljon kaloja, ettei he voineet vetää.	6 Hä saaen tu häsi: Lypaa jasi net le vel sid vuvo, itli jasi kees. Itli häsi lypaaen a uuten itli piri fissi, syt ej häsi vooen poaag.
7 Niin sanoi se opetuslapsi, jota Jeesus rakasti, Pietarille: Herra se on. Kun Simon Pietari sen kuuli, että se oli Herra, vyötti hän viitan ympärillensä, sillä hän oli alasti ja heittäytyi mereen.	7 Itli saaen it usdavjo, kojo Jesus raaen, tu Pietar: Romä it oo. Na Simon Pietar it vohööen, syt it ooen Romä, beelten hä luvat raule hä, syfor hä ooen vatejli a autheiien intu fovamlo.
8 Mutta muut opetuslapset tulivat venheellä, sillä ei he olleet kaukana maalta, vaan lähes kaksisataa kyynärää ja vetivät verkon kaloinensa.	8 Mut tuasi usdavjosi uuten vy vuvo, syfor ej häsi ooen far ut mol, mut rafli duces inkpipri a poaagen net vi fissi.
9 Kun he siis olivat maalle tulleet, näkivät he hiilet ja kalan, niiden päälle pantuna ja leivän.	9 Na häsi syklirli ooen le mol uuten, häsi vokaaen moCsi a fis, le itsi paaen a bekem.
10 Jeesus sanoi heille: Tuokaa tänne niistä kaloista, jotka te nyt saitte.	10 Jesus saaen tu häsi: Aag jasi täle ob itsi fissi, kojosi jasi nen aafen.
11 Simon Pietari meni ja veti verkon maalle, täynnä suuria kaloja, 153. Ja vaikka niitä niin monta oli, ei kuitenkaan verkko revennyt.	11 Simon Pietar tuuen a poaagen net le mol, ful piva fissi, 153 (cesfivbastre). A tajli itsi itli si ooen, amut ej net auturreeken.
12 Jeesus sanoi heille: Tulkaa ruualle, mutta ei yksikään opetuslapsista uskaltanut häneltä kysyä: Kuka olet? Sillä he tiesivät sen olevan Herran.	12 Jesus saaen tu häsi: Uut jasi tu em mut ej is a ob usdavjosi kaaren ut hä koo: Kojo ja oo? Syfor häsi daaen it ooen Romä.
13 Niin Jeesus tuli, otti leivän ja antoi heille, niin myös kalan.	13 Itli Jesus uuten, aapen bekem a faaen tu häsi, itli ali fis.
14 Tämä on kolmas kerta, kun Jeesus opetuslapsillensa ilmestyi, sitten kun hän oli noussut ylös kuolleista.	14 Tä oo treva isno, na Jesus tu häof usdavjosi sadkauuten, iten na hä ooen yylen ut eön.
15 Kun he siis syöneet olivat, sanoi Jeesus Simon Pietarille: Simon Joonaan poika! Rakastatko minua enempi kuin nämä? Hän sanoi: Jaa, Herra, sinä tiedät, että minä sinua rakastan. Hän sanoi hänelle: Ruoki minun karitsoitani.	15 Na häsi syklirli eemen ooen, saaen Jesus Simon Pietar: Simon Jonof Son raako ja aj pir il täsi? Hä saaen: Je, Romä, ja daa, syt aj ja raa. Hä saaen tu hä: Empaa ja ajof ipbääpesi.
16 Ja sanoi taas toisen kerran hänelle: Simon Joonaan poika, rakastatko minua? Hän vastasi: Jaa, Herra, sinä tiedät, että minä sinua rakastan. Sanoi hän hänelle: Kaitse minun lampaitani.	16 A saaen anen duva isna tu hä: Simon Jonof Son, raako ja aj hä ooken: Je, Romä, ja daa, syt aj ja aj raa. Saaen hä tu hä: Ylhakaa ja ajof bääpesi.
17 Hän sanoi kolmannen kerran hänelle: Simon Joonaan poika, rakastatko minua? Pietari tuli murheelliseksi, että hän kolmannen kerran sanoi hänelle: Rakastatko minua? Ja sanoi hänelle: Herra, sinä tiedät kaikki. Sinä tiedät, että minä rakastan sinua. Jeesus sanoi hänelle: Ruoki minun lampaitani.	17 Hä saaen treva isna tu hä: Simon Jonof Son, raako ja aj? Pietar muuen sorvao, syt hä treva isna saaen tu hä: Raako ja aj a saaen tu hä: Romä, ja daa ki. Ja daa, syt aj raa ja. Jesus saaen tu hä: Empaa ajof bääpesi.
18 Totisesti, totisesti sanon minä sinulle: Kun sinä olit nuori, niin sinä vyötit itsesi ja menit, kuhunka tahdoit, mutta kun vanhenet, niin sinä ojennat kätesi ja toinen vyöttää sinut ja vie, kuhunka et sinä tahdo.	18 Darilli, darilli aj saa tu ja: Na ja ooen nuva, itli ja beelten aut a tuuen, kotu obraaen, mut na ja autunpiir, itli ja oupreii jaof pavesi a duva beelt ja a gaa, kotu ja ej obraa.
19 Mutta sen hän sanoi antaen tietää, millä kuolemalla hänen piti kunnioittaman Jumalaa. Ja kun hän sen sanonut oli, sanoi hän hänelle: Seuraa minua.	19 Mut it hä saaen faali daa, kovy eön hä piiten honroo Hajo. A na hä it saaen ooen, saaen hä tu hä: Dekaa ja aj.
